product_upc,item_number,item_description,case_upc,case_pack,department,supplier
000000000003100010101,65221106,Compassionate Wizardly Murdock,,24.0,6,Con Agra Frozen Foods###Ucs###
000000000086001228258,65123324,Laughing Quirky Lamarr,,,None,
000000000086001228250,65123332,Pensive Unruffled Zhukovsky,,,None,
000000000086922800030,65050018,Boring Happy Banach,,12.0,6,Damiano'S Fine Foods Llc
000000000001143313655,65206172,Stoic Youthful Einstein,,12.0,6,Deep Foods
000000000002113150111,65250202,Frosty Jovial Swanson,,12.0,6,Con Agra Frozen Foods###Ucs###
000000000004119040738,66120777,Objective Sad Mahavira,,12.0,6,Nortera Foods Usa Inc
000000000001450002283,65042081,Gracious Optimistic Pike,1450001937,9.0,6,Pinnacle  ##06Ucs##
000000000002392326638,66000723,Hopeful Mystifying Benz,,12.0,6,Ethnic Gourmet Foods
000000000002113130101,65220134,Festive Thirsty Mestorf,,12.0,6,Con Agra Frozen Foods###Ucs###
000000000008086800245,66012102,Flamboyant Tender Leavitt,,6.0,6,Dr Praegers Sensible Foods
000000000001787301711,66081787,Modest Optimistic Curran,,8.0,6,Con Agra Frozen Foods###Ucs###
000000000002515500062,65205794,Laughing Modest Williams,,5.0,6,Kraft General-Coolwhp#06Ucs###
000000000085001191121,66011562,Happy Infallible Hypatia,,12.0,6,Dot Foods
000000000002840024018,66011562,Happy Infallible Hypatia,,12.0,Dot Foods
000000000004119041047,65381469,Friendly Practical Villani,,12.0,6,Perfect Bite Co
000000000001450001282,65061205,Competent Loving Agnesi,1450003131,7.0,6,Pinnacle  ##06Ucs##
000000000004256300780,66121058,Amazing Distracted Tereshkova,,12.0,6,United Natural Foods Inc
000000000089353600298,66140434,Keen Serene Nobel,,6.0,6,United Natural Foods Inc
000000000007347200381,66141016,Ecstatic Relaxed Snyder,,12.0,6,United Natural Foods Inc
000000000003100070000,65230155,Clever Thirsty Noether,,4.0,6,Con Agra Frozen Foods###Ucs###
000000000007265555555,65241114,Dazzling Serene Nightingale,,8.0,6,Con Agra Frozen Foods###Ucs###
000000000085001191147,66011334,Confident Practical Pike,,6.0,6,Dot Foods
000000000089353600262,66050304,Eloquent Inspiring Wright,,6.0,6,United Natural Foods Inc
000000000004119041045,65381558,Cranky Goofy Heyrovsky,,12.0,6,Perfect Bite Co
000000000004119041046,65381566,Flamboyant Zen Stallman,,12.0,6,Perfect Bite Co
000000000007120200626,65481609,Eager Quizzical Meitner,,4.0,6,Dole Pkgd. Frozen Foods Inc.
000000000005209200367,96231227,Happy Inspiring Blackwell,5209285437,17.0,9,Handi Foil Corp #02Ucs###
000000000885874171104,96006517,Distracted Vibrant Bhaskara,885874171101,10.0,9,Simon Miller Business Papers
000000000085862200351,96820466,Hungry Stoic Wescoff,,48.0,9,Goodco Products Llc
000000000004119025272,96820652,Amazing Nifty Ramanujan,,30.0,9,Royal Oak Enterprises Llc
000000000004878902234,96820741,Epic Vibrant Bell,,24.0,9,Royal Oak Enterprises Llc
000000000088632334625,96880880,Objective Silly Benz,,12.0,9,Tdc Usa Inc
000000000081937901120,96230865,Elegant Wizardly Thompson,,6.0,9,American Foil Inc
000000000007956749002,96132407,Sleepy Trusting Shockley,,12.0,9,Wd-40 Company   ###X12###
000000000002233374312,96883139,Musing Vibrant Brahmagupta,,4.0,9,Proctor Silex Hamilton Beach
000000000004613540755,96110968,Affectionate Pedantic Meninsky,,6.0,9,Ledvance Llc
000000000002233322624,96881836,Dazzling Modest Kapitsa,,2.0,9,Proctor Silex Hamilton Beach
000000000085564700301,96550605,Elated Wonderful Meninsky,,6.0,9,Warehouse
000000000004391756406,96320084,Elated Vigorous Leavitt,,1.0,9,Wahl Clipper Corp
000000000002233317291,96880042,Jovial Thirsty Brown,,4.0,9,Proctor Silex Hamilton Beach
000000000061124737306,96881640,Adoring Competent Wing,,1.0,9,Green Mountain Coffee
000000000007410820702,96321187,Focused Jovial Brattain,7410836453,4.0,9,Conair#02X12###
000000000081157202763,96882345,Friendly Gracious Wing,,6.0,9,Sodastream Gxo
000000000002233362509,96881226,Elastic Serene Meitner,,4.0,9,Proctor Silex Hamilton Beach
000000000002233348138,96880539,Musing Youthful Sinoussi,,2.0,9,Proctor Silex Hamilton Beach
000000000004009451180,96882955,Mystifying Pedantic Raman,,2.0,9,Proctor Silex-Hamilto#02X12###
000000000088632334970,96882890,Clever Sleepy Mahavira,,3.0,9,Tdc Usa Inc
000000000076131820050,96321226,Adoring Condescending Mcclintock,,1.0,9,Vidal Sassoon #02Ucs###
000000000007410822402,96321519,Cocky Stoic Lewin,,4.0,9,Conair#02X12###
000000000076131800474,96320377,Elegant Optimistic Payne,,1.0,9,Vidal Sassoon #02Ucs###
000000000076131820052,96320458,Compassionate Hungry Wozniak,,3.0,9,Vidal Sassoon #02Ucs###
000000000076131805034,96320961,Peaceful Romantic Mayer,,1.0,9,Vidal Sassoon #02Ucs###
000000000076131820051,96321111,Clever Reverent Kilby,,1.0,9,Vidal Sassoon #02Ucs###
000000000007878677773,96830673,Laughing Relaxed Cori,,6.0,9,Holloway House ##Ucs##
000000000007459050793,96320767,Elated Optimistic Jackson,,1.0,9,Spectrum
000000000002233325218,96882939,Eager Elated Bhaskara,,1.0,9,Proctor Silex Hamilton Beach
000000000074825280525,96320563,Compassionate Xenodochial Bohr,,1.0,9,Kms, Inc.
000000000002233375224,96880791,Gracious Loving Kirch,,2.0,9,Proctor Silex Hamilton Beach
000000000004009433156,96880000,Jovial Objective Clarke,,1.0,9,Proctor Silex-Hamilto#02X12###
000000000007410815196,96320212,Laughing Priceless Almeida,,1.0,9,Conair#02X12###
000000000004391755374,96320270,Elegant Zen Agnesi,,1.0,9,Wahl Clipper Corp
000000000002233372500,96881242,Hungry Pedantic Kirch,,6.0,9,Proctor Silex Hamilton Beach
000000000076131800408,96320814,Clever Cranky Banach,,1.0,9,Vidal Sassoon #02Ucs###
000000000084113310443,96310372,Blissful Loving Kowalevski,,6.0,9,Midwest Trading Group
000000000004878902225,96820589,Angry Silly Wilson,,24.0,9,Royal Oak Enterprises Llc
000000000004878904546,96820597,Romantic Serene Khorana,,24.0,9,Royal Oak Enterprises Llc
000000000003825770619,96624365,Laughing Relaxed Fermi,,2.0,9,Hanesbrands Inc Sock Div
000000000002233393314,96881357,Vigorous Wizardly Edison,,2.0,9,Proctor Silex Hamilton Beach
000000000002233349961,96883692,Eloquent Peaceful Cori,,2.0,9,Proctor Silex-Hamilto#02X12###
000000000002233325440,96884486,Thirsty Xenodochial Banach,,2.0,9,Proctor Silex-Hamilto#02X12###
000000000084113311280,96502262,Gallant Tender Hopper,,6.0,9,Midwest Trading Group
000000000081044702157,96505456,Distracted Wizardly Jones,,5.0,9,Shawshank Ledz Inc
000000000002233380402,96881771,Affectionate Heuristic Easley,,2.0,9,Proctor Silex Hamilton Beach
000000000004009450167,96880961,Goofy Practical Albattani,,2.0,9,Proctor Silex-Hamilto#02X12###
000000000088632334969,96882882,Compassionate Cranky Pasteur,,4.0,9,Tdc Usa Inc
000000000002233326090,96881438,Nostalgic Practical Sinoussi,,2.0,9,Proctor Silex Hamilton Beach
000000000088632334061,96880830,Optimistic Stupefied Stonebraker,,8.0,9,Tdc Usa Inc
000000000003825770618,96624357,Goofy Reverent Archimedes,,2.0,9,Hanesbrands Inc Sock Div
000000000004009437516,96881933,Gifted Wonderful Payne,,1.0,9,Proctor Silex-Hamilto#02X12###
000000000004009425409,96880589,Epic Naughty Brahmagupta,,2.0,9,Proctor Silex-Hamilto#02X12###
000000000002233331122,96881789,Nostalgic Objective Golick,,1.0,9,Proctor Silex Hamilton Beach
000000000007457065109,96881789,Nostalgic Objective Golick,,1.0,Proctor Silex Hamilton Beach
000000000002233343501,96881187,Condescending Happy Kilby,,2.0,9,Proctor Silex Hamilton Beach
000000000088632332982,96321640,Gifted Nostalgic Hoover,,12.0,9,Tdc Usa Inc
000000000004009470450,96881315,Heuristic Tender Dijkstra,,1.0,9,Proctor Silex-Hamilto#02X12###
000000000004009449465,96883341,Hardcore Xenodochial Feynman,,2.0,9,Proctor Silex-Hamilto#02X12###
000000000004009478214,96880385,Affectionate Inspiring Elion,,4.0,9,Proctor Silex-Hamilto#02X12###
000000000007984193171,96320597,Keen Upbeat Swartz,,1.0,9,Legacy Whse Paris Kentucky
000000000072583507554,94251580,Blissful Modest Neumann,,12.0,9,Creative Home & Kitchen
000000000085954700446,96840115,Sleepy Youthful Poincare,,6.0,9,Scrub Daddy Inc
000000000005114136995,96152473,Admiring Romantic Austin,7630841291,6.0,9,3M Co
000000000004119026683,96226264,Practical Priceless Jackson,,6.0,9,Acadian Crossing
000000000084035000376,96228119,Keen Nervous Jennings,,1.0,9,Cube Packaging Solutions Inc
000000000074938490304,96370005,Condescending Quizzical Kilby,5209285373,19.0,9,Jiffy Foil
000000000007289410019,96470237,Happy Vigilant Aryabhata,,3.0,9,John Ritzenthaler Co
000000000084897414252,96297605,Hopeful Infallible Kirch,,2.0,9,Core Bamboo
000000000003700026151,107471040,Confident Zen Snyder,,12.0,10,L&R Distributors
000000000007631430203,103650359,Cocky Objective Khorana,,3.0,10,Glaxosmithkline
000000000031254742755,107036727,Dreamy Ecstatic Panini,,6.0,10,J&J Consumer Inc
000000000007124931884,107255151,Competent Quizzical Almeida,,2.0,10,Loreal Consumer Products
000000000084399200050,107226063,Inspiring Nostalgic Bartik,,1.0,10,Renaissance Beauty Inc
000000000007431207961,107081861,Compassionate Sleepy Fermi,,3.0,10,Nhs Us Llc
000000000007124923011,107164782,Hardcore Nervous Bohr,,,None,
000000000001150904312,107320100,Keen Peaceful Swartz,,3.0,10,Combe Inc.           #02Ucs###
000000000007431213430,107088130,Competent Vibrant Mendeleev,,3.0,10,Nhs Us Llc
000000000003680031646,107292569,Eloquent Priceless Yonath,,2.0,10,Topco Assoc Inc #02Ucs#
000000000002616903625,107471414,Happy Musing Proskuriakova,,12.0,10,L&R Distributors
000000000084399207038,107227247,Objective Tender Edison,,1.0,10,Renaissance Beauty Inc
000000000084009311472,107091824,Elated Zealous Goodall,,3.0,10,Piping Rock Health Products
000000000085815800503,103653535,Awesome Serene Clarke,,3.0,10,Olly Public Benefit Corp
000000000007830009923,107301350,Gifted Romantic Raman,7830002688,3.0,10,Playtex Products #02Ucs###
000000000007050106963,107257365,Eager Serene Shannon,,3.0,10,J&J Consumer Inc
000000000007560921110,107265415,Competent Inspiring Volhard,,3.0,10,Procter & Gamble Beauty
000000000004119041296,107265415,Competent Inspiring Volhard,,3.0,Procter & Gamble Beauty
000000000007940026094,107271262,Silly Xenodochial Benz,,6.0,10,Unilever Hpc Usa   ##02Ucs##
000000000007940026093,107271945,Clever Fervent Ramanujan,,12.0,10,Unilever Hpc Usa   ##02Ucs##
000000000001204404089,107273125,Competent Cranky Jang,1204404287,3.0,10,Procter & Gamble Beauty
000000000003700094479,107273222,Determined Friendly Meitner,,6.0,10,Procter & Gamble Beauty
000000000063165660380,107181417,Competent Nifty Tesla,,2.0,10,Iovate Health Sciences
000000000074982657948,107182065,Inspiring Nifty Curran,74982657950,2.0,10,Worldwide Sport Nutritional
000000000084399203022,107225863,Flamboyant Zen Wozniak,,1.0,10,Renaissance Beauty Inc
000000000030045044909,107047613,Romantic Zealous Roentgen,,6.0,10,J&J Consumer Inc
000000000030045020690,107050802,Confident Keen Noether,,4.0,10,J&J Consumer Inc
000000000007007467724,103601619,Distracted Upbeat Montalcini,,1.0,10,Ross Labs #02Ucs###
000000000007214000638,103620079,Kind Practical Chatterjee,,6.0,10,Beiersdorf/Futuro ##02Ucs##
000000000007830006982,107291377,Objective Practical Chebyshev,,4.0,10,Playtex Products #02Ucs###
000000000007124922791,107254511,Gracious Peaceful Agnesi,,2.0,10,Loreal Consumer Products
000000000003680035944,107142617,Cocky Stupefied Northcutt,3680039531,3.0,10,Topco Premier Brand Of America
000000000060308424604,107164685,Dreamy Sad Hugle,60308407325,3.0,10,Loreal Consumer Products
000000000007502009348,107105110,Relaxed Youthful Goodall,7502010087,1.0,10,Philips Consumer Products
000000000003700075467,107112036,Vibrant Zealous Swanson,,8.0,10,Procter & Gamble Beauty
000000000004119022937,107112361,Awesome Priceless Swartz,,12.0,10,Nice Pak Consumer Products
000000000003600048750,107112476,Happy Unruffled Thompson,,8.0,10,Kimberly Clark       #02Ucs###
000000000003700075536,107112484,Sharp Thirsty Keller,,8.0,10,Procter & Gamble Beauty
000000000003680077033,107124415,Musing Reverent Mahavira,,6.0,10,Topco Assoc Inc #02Ucs#
000000000030065143307,107130898,Agitated Amazing Lichterman,,6.0,10,Alcon Laboratories Co Acosta
000000000030065151006,107131129,Clever Epic Shtern,,4.0,10,Alcon Laboratories Co Acosta
000000000007094230239,107020328,Heuristic Kind Brahmagupta,,6.0,10,Sunstar Americas Inc
000000000003700008987,107031109,Compassionate Jovial Hawking,,6.0,10,Procter & Gamble Beauty
000000000063460800041,130362570,Blissful Friendly Snyder,,5.0,13,North Coast Seafoods
000000000024830700000,130355820,Eloquent Hungry Easley,,18.0,13,Wakefern Fisheries
000000000020820000000,130355110,Heuristic Vibrant Swirles,,35.0,13,Levittown Seafood
000000000075831700407,130363490,Silly Vigorous Engelbart,,75.0,13,Oregon Cedar Grill Outdoor Gou
000000000029858200000,130356810,Competent Elastic Bhaskara,,30.0,13,Garbo Lobsters
000000000004119047316,130364640,Awesome Nostalgic Ritchie,,12.0,13,United Seafood Enterprises
000000000004119047315,130364470,Elated Happy Neumann,,12.0,13,United Seafood Enterprises
000000000020828900000,130358300,Brave Competent Vaughan,,10.0,13,Ocean Richseafood
000000000063460800067,130358500,Romantic Zealous Knuth,,12.0,13,North Coast Seafoods
000000000063460800083,130358490,Hardcore Stupefied Tereshkova,,12.0,13,North Coast Seafoods
000000000007929690102,130358810,Gifted Thirsty Tesla,,12.0,13,Trident Seafoods Corp #13Ucs#
000000000009006400332,130358810,Gifted Thirsty Tesla,,12.0,Trident Seafoods Corp #13Ucs#
000000000063460800066,130356480,Laughing Zen Mccarthy,,12.0,13,North Coast Seafoods
000000000024856100000,130364970,Dreamy Inspiring Pike,,4.0,13,Wakefern Fisheries
000000000020829300000,130358320,Angry Dreamy Chebyshev,,10.0,13,Ocean Richseafood
000000000024831600000,130362710,Cranky Quirky Blackwell,,20.0,13,North Coast Seafoods
000000000007343500004,146710441,Laughing Optimistic Brahmagupta,,12.0,14,Kings'S Hawaiian
000000000004119046755,160306410,Amazing Sad Ramanujan,,20.0,16,Kreider Farms
000000000004470006647,160329900,Gracious Modest Hamilton,,12.0,16,Kraft
000000000003450042063,160031460,Lucid Nostalgic Haibt,,14.0,16,Land O Lakes
000000000004300004608,160606300,Inspiring Practical Beaver,,6.0,16,Kraft
000000000007835431151,160318600,Eager Naughty Fermat,,6.0,16,Cabot Farmers #18X12#
000000000002898910070,160318600,Eager Naughty Fermat,,6.0,Cabot Farmers #18X12#
000000000004410015620,160313300,Peaceful Suspicious Ritchie,,6.0,16,H.P. Hood
000000000085556921064,160614210,Agitated Trusting Benz,85556921068,16.0,16,Perfect Bar Llc
000000000003663202081,160626000,Angry Nervous Jepsen,,6.0,16,Danone Inc Llc
000000000500029515644,160631600,Blissful Nervous Elion,500029515643,11.0,16,United Natural Foods Inc
000000000081829001149,160607190,Festive Lucid Torvalds,,12.0,16,Agro Farma Inc
000000000003663203742,160608340,Happy Jolly Galileo,,12.0,16,Danone Inc Llc
000000000004119046921,160627530,Inspiring Practical Hugle,,12.0,16,Great Lakes
000000000085392300250,160602430,Practical Quirky Lewin,85392300255,12.0,16,United Natural Foods Inc
000000000085407400600,160632360,Cocky Nostalgic Stonebraker,,12.0,16,United Natural Foods Inc
000000000087797700012,160634200,Awesome Eager Poitras,,12.0,16,United Natural Foods Inc
000000000003338396076,160634200,Awesome Eager Poitras,,12.0,United Natural Foods Inc
000000000087797700009,160634210,Gracious Vigorous Northcutt,,12.0,16,United Natural Foods Inc
000000000019785700000,160636360,Practical Vibrant Williams,,12.0,16,Tropicana Products
000000000085556921005,160637530,Competent Laughing Benz,85556921007,16.0,16,Perfect Bar Llc
000000000003663203828,160615220,Clever Practical Darwin,,12.0,16,Danone Inc Llc
000000000074447300010,160621200,Hardcore Nifty Lumiere,,12.0,16,Danone Inc Llc
000000000007047016486,160623420,Condescending Ecstatic Sinoussi,,8.0,16,General Mills/Colombo/Yoplait
000000000004410010492,160624820,Adoring Blissful Stallman,,6.0,16,H.P. Hood
000000000001707724706,160328560,Agitated Loving Lamport,1707724724,4.0,16,Lifeway Foods Inc
000000000003160014500,160328560,Agitated Loving Lamport,1707724724,4.0,Lifeway Foods Inc
000000000085138700741,160801720,Priceless Silly Heisenberg,,10.0,16,Vital Farms
000000000085407400619,160629700,Elastic Zealous Shaw,,12.0,16,United Natural Foods Inc
000000000081002977017,160630530,Dreamy Optimistic Lumiere,,6.0,16,United Natural Foods Inc
000000000003663203931,160609640,Elegant Practical Jennings,,6.0,16,Danone Inc Llc
000000000027778600000,180339210,Elastic Hungry Bassi,3000375295,6.0,18,Great Lakes Cheese Co
000000000027776700000,180339220,Dreamy Wizardly Bardeen,339220,6.0,18,Lactalis Usa
000000000027773700000,180338760,Peaceful Suspicious Jackson,3450048107,6.0,18,Land O Lakes
000000000027774500000,180338770,Dreamy Elastic Johnson,3450048108,6.0,18,Land O Lakes
000000000027774200000,180338750,Musing Wonderful Hawking,4119017012,6.0,18,Great Lakes Cheese Co
000000000027774100000,180338740,Eager Epic Engelbart,4119017010,6.0,18,Great Lakes Cheese Co
000000000020763200000,180336100,Keen Mystifying Blackwell,2265591291,2.0,18,Butterball Llc
000000000020807900000,180335230,Boring Suspicious Lamport,3150637602,2.0,18,D&W Prod
000000000020745700000,180336590,Naughty Silly Tereshkova,4530029333,2.0,18,Armour-Eckrich Meats Llc
000000000020808100000,180335830,Nervous Peaceful Lamarr,3150637802,2.0,18,D&W Prod
000000000020809600000,180337310,Affectionate Elated Minsky,2781518001,3.0,18,Armour-Eckrich Meats Llc
000000000027775900000,180338880,Elated Peaceful Mclean,65872803000,2.0,18,Great Lakes Cheese Co
000000000020740300000,180335000,Frosty Keen Villani,6903591304,4.0,18,Glenrock
000000000020809200000,180337370,Epic Youthful Hamilton,2781518002,3.0,18,Armour-Eckrich Meats Llc
000000000027757100000,180339040,Quizzical Zealous Benz,4119021014,2.0,18,Great Lakes Cheese Co
000000000027756300000,180339000,Flamboyant Stupefied Neumann,73654702119,1.0,18,Emmi Gerber Cheese Co Inc
000000000020811000000,180336420,Blissful Elegant Turing,3150663522,2.0,18,D&W Prod
000000000020765800000,180338500,Cocky Xenodochial Yonath,7495619304,4.0,18,Conagra Deli
000000000027744800000,180339110,Boring Naughty Mirzakhani,703801015701,2.0,18,Norseland Inc
000000000020810800000,180336520,Goofy Musing Bassi,3150661612,2.0,18,D&W Prod
000000000020756000000,180337440,Naughty Sharp Villani,3760014400,4.0,18,Hormel
000000000003000339963,180341430,Elastic Modest Jackson,63000339963,12.0,18,Great Lakes Cheese Co Inc
000000000027762800000,180396160,Nostalgic Vigilant Mcclintock,2540004133,1.0,18,Lactalis Usa
000000000020808900000,180336880,Awesome Eloquent Shannon,2781518000,4.0,18,Armour-Eckrich Meats Llc
000000000020807400000,180335220,Hopeful Thirsty Ride,3150637501,1.0,18,D&W Prod
000000000020807600000,180336310,Festive Stoic Sammet,3150637202,2.0,18,D&W Prod
000000000020745200000,180336570,Nervous Quirky Kowalevski,7846510381,2.0,18,Russer #18Ucs#
000000000007144830093,180201330,Elastic Jovial Easley,,6.0,18,Savencia Cheese Usa Llc
000000000020807100000,180335670,Cocky Hungry Brahmagupta,3150637301,1.0,18,D&W Prod
000000000020760100000,180395970,Epic Objective Mcclintock,3503200427,2.0,18,Citterio Usa Corp
000000000020807300000,180335190,Clever Sleepy Babbage,3000337704,2.0,18,D&W Prod
000000000085408600720,180402810,Fervent Hopeful Hermann,,10.0,18,Veroni Usa Inc
000000000004119046838,180360410,Clever Relaxed Murdock,84692900081,8.0,18,Restaurant Row Kitchens
000000000027765700000,180339190,Relaxed Suspicious Hypatia,65485890114,1.0,18,Arla Foods Inc
000000000072492345100,180407350,Fervent Naughty Bose,72492345196,6.0,18,John William Macys Cheesestick
000000000072492310100,180409000,Hopeful Musing Brown,,12.0,18,John William Macys Cheesestick
000000000072492310100,180348320,Amazing Objective Pike,,12.0,18,John William Macys Cheesestick
000000000072492345100,180348350,Priceless Tender Hopper,72492345196,6.0,18,John William Macys Cheesestick
000000000007274500129,210948480,Happy Wonderful Shaw,7274504073,14.0,21,Perdue Farms Inc #17Efx#
000000000007274500127,210948470,Awesome Quizzical Jepsen,7274504072,14.0,21,Perdue Farms Inc #17Efx#
000000000007274500165,210948500,Boring Thirsty Vaughan,7274504165,14.0,21,Perdue Farms Inc #17Efx#
000000000018685200161,210948500,Boring Thirsty Vaughan,7274504165,14.0,Perdue Farms Inc #17Efx#
000000000070405170103,210970460,Ecstatic Vibrant Elbakyan,,6.0,21,John Morrell
000000000029856100000,225013197,Competent Vigilant Booth,,36.0,22,United Seafood Enterprise Lp
000000000021976100000,225011496,Gallant Zen Liskov,,10.0,22,United Seafood Enterprise Lp
000000000029856000000,225011454,Compassionate Eloquent Clarke,,30.0,22,Pierce Seafood
000000000021975200000,225011420,Compassionate Confident Edison,,10.0,22,United Seafood Enterprise Lp
000000000021961900000,225011137,Cranky Wonderful Easley,,10.0,22,United Seafood Enterprise Lp
000000000029855300000,225012159,Boring Quirky Feynman,,15.0,22,Hilo Fish Co
000000000029863500000,225002104,Eloquent Nifty Archimedes,,10.0,22,United Seafood Enterprise Lp
000000000021973000000,225010254,Tender Thirsty Mayer,,10.0,22,United Seafood Enterprise Lp
000000000024888400000,225015945,Flamboyant Nostalgic Einstein,81052103002,24.0,22,Pierce Seafood
000000000020843900000,225010490,Nervous Silly Brahmagupta,,36.0,22,Atlantic Fish And Seafood
000000000021960900000,225010678,Cocky Jovial Minsky,,5.0,22,United Seafood Enterprise Lp
000000000004173720801,225010678,Cocky Jovial Minsky,,5.0,United Seafood Enterprise Lp
000000000004119047266,225012264,Jolly Trusting Kapitsa,,20.0,22,United Seafood Enterprise Lp
000000000021962200000,225010783,Amazing Eloquent Shannon,,5.0,22,United Seafood Enterprise Lp
000000000024855200000,225001386,Epic Peaceful Pasteur,2802927210,25.0,22,Trident Seafoods Corp
000000000024855300000,225001263,Relaxed Romantic Elion,,22.0,22,Redfishco
000000000024888200000,225001483,Cranky Stoic Villani,786210060402,18.0,22,Seafood Exchange Of Florida
000000000004119047031,225011747,Objective Quizzical Swanson,,20.0,22,United Seafood Enterprise Lp
000000000020823700000,225010652,Agitated Jolly Mcnulty,,25.0,22,Pacific Coast Seafood #06Edi#
000000000024884700000,225016315,Dazzling Pensive Jennings,,1.0,22,Pierce Seafood
000000000021732700000,225007667,Goofy Hopeful Bhabha,,5.0,22,Choice Canning Co Inc
000000000004119047515,225003419,Relaxed Thirsty Visvesvaraya,,12.0,22,Atlantic Capes Fisheries Inc
000000000085002010318,225003689,Quizzical Sleepy Lamarr,,,None,
000000000004119047458,225012955,Frosty Inspiring Chaplygin,,20.0,22,United Seafood Enterprise Lp
000000000021977700000,225000738,Brave Confident Easley,,10.0,22,Direct Source Seafood Llc
000000000024853400000,225011844,Angry Pensive Stallman,,10.0,22,Aquastar Inc C/O Trst Crp #Ucs
000000000021734800000,225007706,Jolly Vigorous Perlman,,5.0,22,Choice Canning Co Inc
000000000001650059581,225007706,Jolly Vigorous Perlman,,5.0,Choice Canning Co Inc
000000000021736400000,225001116,Silly Stoic Mccarthy,,18.0,22,Seafood Exchange Of Florida
000000000024853200000,225011828,Focused Youthful Allen,,5.0,22,Aquastar Inc C/O Trst Crp #Ucs
000000000021976900000,225010521,Silly Trusting Lovelace,,5.0,22,United Seafood Enterprise Lp
000000000029854100000,225010084,Happy Tender Lamport,,20.0,22,Direct Source Seafood Llc
000000000002575302825,225006386,Heuristic Unruffled Kalam,,12.0,22,Tampa Maid Foods
000000000021977800000,225000699,Boring Gallant Wright,,10.0,22,Direct Source Seafood Llc
000000000004119007330,230223380,Cocky Trusting Vaughan,,8.0,23,Cibo Vita Inc
000000000007274582984,245022138,Stoic Zealous Bhaskara,,14.0,24,Perdue Farms, Inc. #Edifx#
000000000020550100000,245037523,Kind Relaxed Visvesvaraya,4530029735,4.0,24,Warehouse
000000000020541800000,245030937,Amazing Hardcore Feynman,64220514203,2.0,24,Rocco Food Products #4010Ucs#
000000000002370001410,246850089,Affectionate Competent Chandrasekhar,2370005473,12.0,24,Tyson Foods #06Ucs###
000000000020550200000,245037604,Jovial Reverent Ardinghelli,2265510101,2.0,24,Butterball Llc
000000000007274580471,245022528,Flamboyant Hopeful Brown,,8.0,24,Perdue Farms, Inc. #Edifx#
000000000085998706151,245021849,Affectionate Laughing Villani,,12.0,24,Lawrence Wholesale
000000000002370004653,245023427,Friendly Vibrant Dubinsky,,8.0,24,Tyson Foods #06Ucs###
000000000081669702114,245021700,Condescending Happy Keller,,8.0,24,Impossible Foods Inc
000000000070463994004,245027293,Dreamy Goofy Raman,,8.0,24,Porky Products
000000000070463996002,245027219,Eloquent Modest Lovelace,,12.0,24,Porky Products
000000000004119041236,246800149,Reverent Sad Noether,,4.0,24,Priz Foods Inc
000000000007362100233,312000860,Goofy Priceless Meninsky,7362104233,12.0,31,Pez Candy
000000000007241201006,315612894,Eloquent Stupefied Jones,,12.0,31,Mizkan Americas Inc
000000000004119007598,310415093,Compassionate Epic Torvalds,,12.0,31,Mission Foods
000000000003915600013,310070089,Brave Ecstatic Bohr,,12.0,31,Louisiana Fish Fry Products
000000000005210057410,315985051,Elated Objective Hawking,,12.0,31,Mccormick
000000000081921502089,311380754,Gifted Vibrant Elbakyan,,3.0,31,Waterloo Sparkling Water Corp
000000000004800171112,310760333,Agitated Thirsty Wozniak,4800171504,12.0,31,Lawry'S/ Lipton
000000000007084400101,315654113,Inspiring Vibrant Heyrovsky,,12.0,31,Panos Brands
000000000008870278711,310330439,Clever Friendly Fermi,,6.0,31,Unfi
000000000007101801019,310370104,Jovial Vigilant Euclid,,12.0,31,The Leavitt Corp
000000000085109300427,310034499,Boring Cocky Rosalind,,12.0,31,Unfi
000000000007084400540,315680863,Ecstatic Pedantic Torvalds,7084460540,6.0,31,Panos Brands
000000000005565360178,311701934,Objective Pensive Mccarthy,,12.0,31,Dare Foods Inc  #02Efx###
000000000005844986004,315782437,Eloquent Nifty Wiles,,12.0,31,Natures Path Foods Inc
000000000880156600023,311720221,Festive Kind Golick,880156600026,8.0,31,Master Sales Company ##Ucs##
000000000007017715422,315630232,Hardcore Reverent Feynman,7017750647,6.0,31,Twinings-Usa  #7010X12#
000000000002113605046,311381116,Nostalgic Wonderful Elbakyan,,1.0,31,Unfi
000000000004119004606,315960849,Lucid Naughty Chatterjee,,9.0,31,Wonton Food
000000000086129700030,310013524,Elated Keen Beaver,,10.0,31,Wild Things Snacks Inc
000000000007341604022,317400829,Inspiring Stupefied Saha,,6.0,31,Unfi
000000000002190850935,315141005,Hungry Infallible Leavitt,2190841869,16.0,31,Small Planet Foods Llc ##Ucs##
000000000001480010327,315701318,Heuristic Zen Franklin,1480010329,6.0,31,Dr Pepper Snapple Group
000000000007341619763,315733690,Affectionate Trusting Knuth,,6.0,31,Unfi
000000000081075701000,311860225,Gallant Zealous Stonebraker,,8.0,31,Unfi
000000000080812412441,311000273,Festive Inspiring Lumiere,,6.0,31,Sc Johnson
000000000007030302209,310510526,Dazzling Elated Davinci,,12.0,31,Season Brand Llc
000000000066780300005,310570267,Goofy Wonderful Meninsky,,8.0,31,Liberty Richter ##02X12##
000000000004119006192,310620842,Admiring Gifted Ride,,12.0,31,Conagra
